mean_return,std_return,mean_length,std_length,seed,threshold_percentile,density_model
198.336290754866,14.843945039022785,90.61,8.192551495108225,42,,vae
795.3743656903971,927.9265101120156,235.03,185.32552198766362,123,,vae
