mean_return,std_return,mean_length,std_length,seed
930.0031261903924,63.59417031509412,268.88,18.23363924179701,42
857.3289202704055,21.574557985802148,260.55,6.362978862136822,123
305.8611120958991,3.923924376504916,126.69,1.092657311328671,456
