seed,mean_return,std_return,mean_length,std_length
1,-155.77718549905444,23.276625502749894,1000.0,0.0
2,-157.49888291687833,22.935290367021867,1000.0,0.0
3,-155.1558125860465,22.818497549108095,1000.0,0.0
4,-156.08654481214424,22.811636115570412,1000.0,0.0
5,-156.23590690356806,23.299423156189498,1000.0,0.0
