mean_return,std_return,mean_length,std_length,seed,threshold_percentile,density_model
-2.0130627758813726,0.6846510600676451,1000.0,0.0,42,1,realnvp
10352.856504835583,2537.5006033489326,1000.0,0.0,42,1,realnvp
8827.032290255083,3185.7606580664315,1000.0,0.0,42,5,realnvp
10849.53467014082,2642.871067614681,1000.0,0.0,42,10,realnvp
