reward_penalty_coef,mean_reward,std_reward,ci95_reward,n_seeds,model
0.1,8065.789100618064,22.435969569940085,201.579188886898,2,gormpo_realnvp
0.3,7621.75056927885,696.0826351988285,6254.054346268624,2,gormpo_realnvp
0.5,8500.840455489248,26.0427541108492,233.98486228468926,2,gormpo_realnvp
0.7,8646.973118814489,70.3791063167444,632.3311823760858,2,gormpo_realnvp
