reward_penalty_coef,seed,last_10_performance
0.1,0,8326.935135490572
0.3,0,6728.936668203264
0.5,0,8618.828778188217
0.7,0,8340.14996209945
0.1,1,7940.652691570745
0.3,1,5987.835195372782
0.5,1,7833.764236276452
0.7,1,8098.609284193182
