reward_penalty_coef,seed,last_10_performance
0.1,0,8330.29080229703
0.3,0,8330.29080229703
0.5,0,8330.29080229703
0.7,0,8330.29080229703
0.1,1,7810.27428416242
0.3,1,7810.27428416242
0.5,1,7810.27428416242
0.7,1,7810.27428416242
