reward_penalty_coef,seed,last_10_performance
0.1,0,-0.5713874224655394
0.3,0,-0.5713874224655394
0.5,0,-0.5713874224655394
0.7,0,-0.5713874224655394
0.1,1,-1.5986995234633068
0.3,1,-1.5986995234633068
0.5,1,-1.5986995234633068
0.7,1,-1.5986995234633068
