reward_penalty_coef,mean_reward,std_reward,ci95_reward,n_seeds,model
0.1,8070.282543229725,367.7072063019994,3303.7181728724486,2,gormpo_kde
0.3,8070.282543229725,367.7072063019994,3303.7181728724486,2,gormpo_kde
0.5,8070.282543229725,367.7072063019994,3303.7181728724486,2,gormpo_kde
0.7,8070.282543229725,367.7072063019994,3303.7181728724486,2,gormpo_kde
