mean_return,std_return,mean_length,std_length,seed
182.98561901825803,138.28973547924636,79.72,34.99716559951677,456
798.4990369968608,2.972380524654664,235.87,0.890561620551885,2
238.00345503819608,1.8185183795825972,106.52,0.64,3
