seed,mean_return,std_return,mean_length,std_length
1,91.74321544444905,54.07618030251325,109.857,56.88351739300235
2,88.42468869314672,36.4765816197102,106.793,40.260106197078024
3,88.47468013702932,36.56126023435949,106.673,40.3973275229934
4,92.65404092377264,67.14806240063437,111.363,69.91916211597504
5,89.06856321997117,23.424610223605367,108.079,29.00642616731679
