seed,mean_return,std_return,mean_length,std_length
1,3.4204924039364712,0.6248796468827861,7.455,0.49797088268291356
2,3.423850793718578,0.6160450144979659,7.466,0.4988426605654332
3,3.46340921159774,0.6264903789526868,7.491,0.4999189934379368
4,3.4469321838956164,0.6225433871851986,7.478,0.49951576551696547
5,3.4049706494172183,0.619631153954747,7.444,0.4968541033341679
