seed,mean_return,std_return,mean_length,std_length
1,7.443598778698344,0.3228551829582687,15.33,0.47021271782034985
2,7.460995334328243,0.3163291408295147,15.41,0.4918333050943174
3,7.477880963917521,0.2996646662426985,15.4,0.4898979485566356
4,7.448254136931953,0.3274624618379133,15.43,0.49507575177946256
5,7.4782514959126525,0.31452292394119513,15.4,0.4898979485566356
