seed,mean_return,std_return,mean_length,std_length
1,-0.7445552835225873,0.3711135342423612,15.23,1.5928276742949943
2,-0.6764607361711665,0.2818806912656898,14.98,1.7998888854593218
3,-0.7195395762408495,0.3571229383370652,14.89,1.8379064176393747
4,-0.6466285819864703,0.25402909490488595,15.15,1.728438601744361
5,-0.7043012690858046,0.3041353648501882,15.3,1.6340134638368193
