seed,mean_return,std_return,mean_length,std_length
1,-458.7102248396402,3.612830837069933,1000.0,0.0
2,-458.60526395094064,3.3947168964923113,1000.0,0.0
3,-458.49056781445233,3.6992874381004173,1000.0,0.0
4,-458.5936454328882,3.67633466979663,1000.0,0.0
5,-458.4218100138685,3.767942224353633,1000.0,0.0
