mean_return,std_return,mean_length,std_length,seed
155.94128878831654,22.250946812571303,78.36,6.22176823740647,42
209.6105623398351,77.54548768143052,112.77,32.307229841012365,123
769.0382399473223,452.8026526023491,279.95,134.27742736588306,456
