eval/episode_reward,eval/episode_length,seed
"[-1.0280777710481188, -1.0495178828265255, -4.124707005527427, -2.746102849470586, -2.7608874036602593, -1.58545769710563, -2.16381960448256, -2.7236835556436962, -2.8156574022503413, -0.9641781522012279, -0.9322099261490806, -3.117261556949874, -2.6036392904548413, -0.6623632404396754, -0.8978879653477321, -2.2932927406242953, -1.7167603466571715, -1.107812806414206, -1.0043160565830187, -1.1156070892135825, -2.81444034005865, -1.6711457426287137, -1.684386858198243, -2.146291936480715, -1.3835535521890114, -2.110573128358811, -0.8634405332970836, -2.6126202394412057, -2.851298390890747, -2.3035582069111316, -3.092004989909594, -1.9749459208244102, -1.8870902511411567, 1.3949067606862549, -1.1016832491466277, -3.2480899268776233, 1.2370025733809147, -1.6972673361550208, -2.375369751638494, -0.5884488583150934, -4.52347940492336, -1.6864317866500738, -2.7028444746841527, -3.4127559976803457, -1.026848337501379, -2.084138136954298, -0.890774911717653, -1.4751372436620747, -2.2387095192699693, -1.2088150542644678, -1.8147620287412691, -3.02299559754465, -2.9876399460401544, -2.634624675816882, -1.9030906305766624, -2.0593359062105914, -1.2752155856342897, -1.6683773083253801, -1.2930453349224575, -2.74919071899408, -0.9135113835008498, 0.27846483567657626, -1.6322099877252136, -2.707075166036549, -2.051967779277426, -3.2583662593263716, -1.5312174486420942, -3.9465079595753876, -2.7818082715080337, -2.1953450556686445, -3.3111599811459933, -1.7552147786734689, -0.8568487505858932, -1.7676911298912845, -1.3882925743381538, -3.2502305267247564, -2.612845491625733, -0.940550002121621, -1.1703511328920315, -0.9943469596711805, -1.9364764631793554, -3.204260464696179, 1.537980719434569, -1.4649963255455745, -1.2024124995818315, -2.300713909612799, -2.2143149491646335, -0.3147040605549594, -2.9674393070724885, -1.0945314334447447, -2.9921938620739366, -2.019181072944879, -0.3960978844876484, -1.7721750434619041, -1.0896952911503943, -2.8879834560542004, -2.4773376477161446, -2.7033025365417647, -2.1664058315300556, -3.2418326780818414]","[66, 70, 69, 63, 67, 68, 63, 61, 60, 60, 60, 64, 62, 66, 63, 65, 66, 60, 65, 67, 65, 66, 64, 62, 66, 66, 66, 64, 65, 61, 66, 63, 62, 24, 67, 63, 24, 64, 59, 60, 68, 66, 60, 68, 66, 65, 67, 68, 64, 66, 59, 62, 61, 64, 69, 62, 63, 65, 60, 65, 67, 25, 66, 64, 65, 66, 66, 62, 63, 59, 62, 64, 60, 64, 63, 64, 62, 68, 68, 67, 64, 64, 71, 67, 66, 59, 67, 61, 65, 66, 62, 65, 66, 66, 66, 66, 67, 62, 60, 65]",1
