mean_return,std_return,mean_length,std_length,seed
143.90853981461487,6.268128554481709,77.48,1.8998947339260668,42.0
7.195328317625092,1.8860903384727128,16.79,1.070467187726929,123.0
196.6367455134058,102.03611541456934,102.84,29.61307819190704,456.0
22.01099627854447,1.6150819239247225,43.75,0.8170067319184096,456.0
259.716636722347,133.53208046698214,147.74,42.14560949849936,123.0
15.877,29.362,,,
-1.7238980098712486,1.2304304874781962,25.35,2.654712790491657,42.0
2372.26780640309,940.6131214318189,501.0,173.16639396834478,123.0
-10.231,0.08,0.0,0.0,456.0
169.66321412821893,18.71165858096463,75.86,4.905140161096317,42.0
192.00956088337412,4.933906099736263,92.32,2.813823022153312,123.0
-19.78864190323337,1.2732020966915103,45.72,0.9703607576566563,456.0
