mean_return,std_return,mean_length,std_length,seed,threshold_percentile,density_model
7640.572723378706,3391.582769236192,1000.0,0.0,42,1,neuralODE
8395.744410983112,3308.8506743970606,1000.0,0.0,42,5,neuralODE
