mean_return,std_return,mean_length,std_length,seed
-5.364123634266312,0.070502805091051,6.0,0.0,42
-7.281612790092726,0.0654488056457845,6.0,0.0,123
-4.736603760986166,0.0705449859166228,7.0,0.0,456
-5.106778371974489,0.071027348034349,6.0,0.0,2
-7.791559859497614,0.0647025135919204,6.0,0.0,3
-11.021728703289305,0.3293530888079807,16.09,0.28618176042508375,4
